#"INDEX","LOCATION","STATE","SEVERITY","NAME","DATE/TIME","USER","NOTES"
"205","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 15-Jan-2015  09:21:07.6 (GMT-06:00)","SYS",""
"206","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 15-Jan-2015  19:46:20.6 (GMT-06:00)","SYS",""
"207","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 15-Jan-2015  19:46:30.6 (GMT-06:00)","SYS",""
"208","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Sat 17-Jan-2015  07:14:39.5 (GMT-06:00)","SYS",""
"209","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Sat 17-Jan-2015  07:14:48.5 (GMT-06:00)","SYS",""
"210","Slot 1","Raising","Major","Demodulator not locked","Thu 22-Jan-2015  07:31:27.6 (GMT-06:00)","SYS",""
"211","Slot 1","Clearing","Cleared","Demodulator not locked","Thu 22-Jan-2015  07:31:27.9 (GMT-06:00)","SYS",""
"212","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 22-Jan-2015  07:31:28.5 (GMT-06:00)","SYS",""
"213","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 22-Jan-2015  07:31:37.5 (GMT-06:00)","SYS",""
"214","Slot 1","Raising","Major","Demodulator not locked","Thu 22-Jan-2015  12:24:00.5 (GMT-06:00)","SYS",""
"215","Slot 1","Raising","Critical","Traffic path down","Thu 22-Jan-2015  12:24:00.6 (GMT-06:00)","SYS",""
"216","Slot 1","Raising","Warning","10-3 BER threshold exceeded","Thu 22-Jan-2015  12:24:00.6 (GMT-06:00)","SYS",""
"217","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 22-Jan-2015  12:24:00.6 (GMT-06:00)","SYS",""
"218","NCC","None","Informational","Event Action created","Thu 22-Jan-2015  12:24:00.6 (GMT-06:00)","SYS","Relay Output 1 Action request sent to 127.0.0.1, Slot1"
"219","NCC","None","Informational","Event Action accepted","Thu 22-Jan-2015  12:24:00.6 (GMT-06:00)","SYS","Relay Output 1 Action request received from 127.0.0.1."
"220","Slot 1","Clearing","Cleared","Demodulator not locked","Thu 22-Jan-2015  12:24:01.1 (GMT-06:00)","SYS",""
"221","Slot 1","Clearing","Cleared","10-3 BER threshold exceeded","Thu 22-Jan-2015  12:24:02.5 (GMT-06:00)","SYS",""
"222","Slot 1","Clearing","Cleared","Traffic path down","Thu 22-Jan-2015  12:24:02.9 (GMT-06:00)","SYS",""
"223","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 22-Jan-2015  12:24:11.5 (GMT-06:00)","SYS",""
"224","Slot 1","Raising","Major","Demodulator not locked","Fri 23-Jan-2015  11:59:54.0 (GMT-06:00)","SYS",""
"225","Slot 1","Clearing","Cleared","Demodulator not locked","Fri 23-Jan-2015  11:59:54.2 (GMT-06:00)","SYS",""
"226","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Fri 23-Jan-2015  11:59:54.6 (GMT-06:00)","SYS",""
"227","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Fri 23-Jan-2015  12:00:03.5 (GMT-06:00)","SYS",""
"228","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Fri 23-Jan-2015  17:25:10.6 (GMT-06:00)","SYS",""
"229","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Fri 23-Jan-2015  17:25:20.5 (GMT-06:00)","SYS",""
"230","Slot 1","Raising","Major","Demodulator not locked","Sat 24-Jan-2015  16:28:07.3 (GMT-06:00)","SYS",""
"231","Slot 1","Clearing","Cleared","Demodulator not locked","Sat 24-Jan-2015  16:28:07.5 (GMT-06:00)","SYS",""
"232","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Sat 24-Jan-2015  16:28:07.6 (GMT-06:00)","SYS",""
"233","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Sat 24-Jan-2015  16:28:17.6 (GMT-06:00)","SYS",""
"234","Slot 1","Raising","Major","Demodulator not locked","Wed 28-Jan-2015  16:23:10.2 (GMT-06:00)","SYS",""
"235","Slot 1","Clearing","Cleared","Demodulator not locked","Wed 28-Jan-2015  16:23:10.4 (GMT-06:00)","SYS",""
"236","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Wed 28-Jan-2015  16:23:10.5 (GMT-06:00)","SYS",""
"237","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Wed 28-Jan-2015  16:23:20.5 (GMT-06:00)","SYS",""
"238","Slot 1","Raising","Major","Demodulator not locked","Thu 29-Jan-2015  14:21:57.5 (GMT-06:00)","SYS",""
"239","Slot 1","Clearing","Cleared","Demodulator not locked","Thu 29-Jan-2015  14:21:57.7 (GMT-06:00)","SYS",""
"240","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 29-Jan-2015  14:21:58.5 (GMT-06:00)","SYS",""
"241","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 29-Jan-2015  14:22:07.5 (GMT-06:00)","SYS",""
"242","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Fri 30-Jan-2015  11:54:58.5 (GMT-06:00)","SYS",""
"243","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Fri 30-Jan-2015  11:55:07.5 (GMT-06:00)","SYS",""
"244","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Mon 02-Feb-2015  06:54:46.5 (GMT-06:00)","SYS",""
"245","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Mon 02-Feb-2015  06:54:55.5 (GMT-06:00)","SYS",""
"246","NCC","None","Informational","Configuration changed","Thu 12-Feb-2015  14:12:37.1 (GMT-06:00)","Portal User","lpfPcrLock set to: 1"
"247","Slot 1","None","Informational","PCR data retrieval started","Thu 12-Feb-2015  14:12:37.4 (GMT-06:00)","SYS","PCR data retrieval is started"
"248","NCC","None","Informational","Configuration changed","Thu 12-Feb-2015  14:12:40.9 (GMT-06:00)","Portal User","lpfPcrLock set to: 0"
"249","Slot 1","None","Informational","PCR data retrieval completed","Thu 12-Feb-2015  14:12:41.3 (GMT-06:00)","SYS","PCR data retrieval is completed"
"250","NCC","None","Informational","Configuration changed","Thu 12-Feb-2015  14:20:58.0 (GMT-06:00)","Portal User","sntpUpdateNow set to: 1"
"251","NCC","None","Informational","Configuration changed","Thu 12-Feb-2015  14:23:41.7 (GMT-06:00)","Portal User","hrSystemDate set to: 12/2/2015 19:33:14.0 (UTC - 6:00)"
"252","NCC","None","Informational","Date / time changed","Thu 12-Feb-2015  19:33:14.0 (GMT-06:00)","SYS","Old time: Thu 12-Feb-2015  14:23:41 (UTC-6:00)"
"253","NCC","None","Informational","Configuration changed","Thu 12-Feb-2015  19:33:19.7 (GMT-06:00)","Portal User","Inactive switch"
"254","NCC","None","Informational","Protection switch","Thu 12-Feb-2015  19:33:31.3 (GMT-06:00)","SYS","Tributary output switched off because local Tx switch"
"255","NCC","None","Informational","Configuration changed","Thu 12-Feb-2015  19:33:50.0 (GMT-06:00)","Portal User","hrSystemDate set to: 12/2/2015 20:33:20.0 (UTC - 6:00)"
"256","NCC","None","Informational","Date / time changed","Thu 12-Feb-2015  20:33:20.0 (GMT-06:00)","SYS","Old time: Thu 12-Feb-2015  19:33:50 (UTC-6:00)"
"257","NCC","None","Informational","Configuration changed","Thu 12-Feb-2015  20:33:25.8 (GMT-06:00)","Portal User","Inactive switch"
"258","NCC","None","Informational","Configuration changed","Thu 12-Feb-2015  20:34:20.6 (GMT-06:00)","Portal User","hrSystemDate set to: 12/2/2015 20:36:30.0 (UTC - 6:00)"
"259","NCC","None","Informational","Date / time changed","Thu 12-Feb-2015  20:36:30.0 (GMT-06:00)","SYS","Old time: Thu 12-Feb-2015  20:34:20 (UTC-6:00)"
"260","NCC","None","Informational","Configuration changed","Thu 12-Feb-2015  20:36:35.6 (GMT-06:00)","Portal User","Inactive switch"
"261","NCC","None","Informational","Configuration changed","Thu 12-Feb-2015  20:43:23.3 (GMT-06:00)","Portal User","lpfPcrLock set to: 1"
"262","Slot 1","None","Informational","PCR data retrieval started","Thu 12-Feb-2015  20:43:23.8 (GMT-06:00)","SYS","PCR data retrieval is started"
"263","NCC","None","Informational","Configuration changed","Thu 12-Feb-2015  20:43:26.2 (GMT-06:00)","Portal User","lpfPcrLock set to: 0"
"264","Slot 1","None","Informational","PCR data retrieval completed","Thu 12-Feb-2015  20:43:26.8 (GMT-06:00)","SYS","PCR data retrieval is completed"
"265","Slot 1","None","Informational","PCR data flushed","Thu 12-Feb-2015  20:45:55.7 (GMT-06:00)","SYS","PCR data has been flushed"
"266","NCC","None","Informational","Configuration changed","Thu 12-Feb-2015  20:45:55.7 (GMT-06:00)","Portal User","lpfPcrFlush set to: 1"
"267","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 12-Feb-2015  22:45:45.8 (GMT-06:00)","SYS",""
"268","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 12-Feb-2015  22:45:54.8 (GMT-06:00)","SYS",""
"269","Slot 1","Raising","Major","Demodulator not locked","Mon 16-Feb-2015  19:25:00.7 (GMT-06:00)","SYS",""
"270","Slot 1","Raising","Critical","Traffic path down","Mon 16-Feb-2015  19:25:00.9 (GMT-06:00)","SYS",""
"271","Slot 1","Clearing","Cleared","Demodulator not locked","Mon 16-Feb-2015  19:25:00.9 (GMT-06:00)","SYS",""
"272","NCC","None","Informational","Event Action created","Mon 16-Feb-2015  19:25:00.9 (GMT-06:00)","SYS","Relay Output 1 Action request sent to 127.0.0.1, Slot1"
"273","NCC","None","Informational","Event Action accepted","Mon 16-Feb-2015  19:25:00.9 (GMT-06:00)","SYS","Relay Output 1 Action request received from 127.0.0.1."
"274","Slot 1","Raising","Major","Demodulator not locked","Mon 16-Feb-2015  19:25:01.1 (GMT-06:00)","SYS",""
"275","Slot 1","Clearing","Cleared","Demodulator not locked","Mon 16-Feb-2015  19:25:01.3 (GMT-06:00)","SYS",""
"276","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Mon 16-Feb-2015  19:25:01.5 (GMT-06:00)","SYS",""
"277","Slot 1","Clearing","Cleared","Traffic path down","Mon 16-Feb-2015  19:25:02.9 (GMT-06:00)","SYS",""
"278","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Mon 16-Feb-2015  19:25:11.5 (GMT-06:00)","SYS",""
"279","Slot 1","Raising","Major","Demodulator not locked","Tue 17-Feb-2015  20:24:21.7 (GMT-06:00)","SYS",""
"280","Slot 1","Clearing","Cleared","Demodulator not locked","Tue 17-Feb-2015  20:24:21.9 (GMT-06:00)","SYS",""
"281","Slot 1","Raising","Critical","Traffic path down","Tue 17-Feb-2015  20:24:21.9 (GMT-06:00)","SYS",""
"282","NCC","None","Informational","Event Action created","Tue 17-Feb-2015  20:24:22.0 (GMT-06:00)","SYS","Relay Output 1 Action request sent to 127.0.0.1, Slot1"
"283","NCC","None","Informational","Event Action accepted","Tue 17-Feb-2015  20:24:22.0 (GMT-06:00)","SYS","Relay Output 1 Action request received from 127.0.0.1."
"284","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Tue 17-Feb-2015  20:24:22.4 (GMT-06:00)","SYS",""
"285","Slot 1","Clearing","Cleared","Traffic path down","Tue 17-Feb-2015  20:24:23.1 (GMT-06:00)","SYS",""
"286","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Tue 17-Feb-2015  20:24:31.4 (GMT-06:00)","SYS",""
"287","Slot 1","Raising","Major","Demodulator not locked","Wed 18-Feb-2015  22:36:54.0 (GMT-06:00)","SYS",""
"288","Slot 1","Raising","Critical","Traffic path down","Wed 18-Feb-2015  22:36:54.4 (GMT-06:00)","SYS",""
"289","Slot 1","Raising","Warning","10-3 BER threshold exceeded","Wed 18-Feb-2015  22:36:54.4 (GMT-06:00)","SYS",""
"290","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Wed 18-Feb-2015  22:36:54.4 (GMT-06:00)","SYS",""
"291","Slot 1","Clearing","Cleared","Demodulator not locked","Wed 18-Feb-2015  22:36:54.4 (GMT-06:00)","SYS",""
"292","NCC","None","Informational","Event Action created","Wed 18-Feb-2015  22:36:54.5 (GMT-06:00)","SYS","Relay Output 1 Action request sent to 127.0.0.1, Slot1"
"293","NCC","None","Informational","Event Action accepted","Wed 18-Feb-2015  22:36:54.5 (GMT-06:00)","SYS","Relay Output 1 Action request received from 127.0.0.1."
"294","Slot 1","Clearing","Cleared","Traffic path down","Wed 18-Feb-2015  22:36:56.4 (GMT-06:00)","SYS",""
"295","Slot 1","Clearing","Cleared","10-3 BER threshold exceeded","Wed 18-Feb-2015  22:36:56.4 (GMT-06:00)","SYS",""
"296","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Wed 18-Feb-2015  22:37:04.4 (GMT-06:00)","SYS",""
"297","Slot 1","Raising","Major","Demodulator not locked","Sat 21-Feb-2015  20:28:45.2 (GMT-06:00)","SYS",""
"298","Slot 1","Raising","Critical","Traffic path down","Sat 21-Feb-2015  20:28:45.4 (GMT-06:00)","SYS",""
"299","Slot 1","Raising","Warning","10-3 BER threshold exceeded","Sat 21-Feb-2015  20:28:45.4 (GMT-06:00)","SYS",""
"300","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Sat 21-Feb-2015  20:28:45.4 (GMT-06:00)","SYS",""
"301","NCC","None","Informational","Event Action created","Sat 21-Feb-2015  20:28:45.6 (GMT-06:00)","SYS","Relay Output 1 Action request sent to 127.0.0.1, Slot1"
"302","NCC","None","Informational","Event Action accepted","Sat 21-Feb-2015  20:28:45.6 (GMT-06:00)","SYS","Relay Output 1 Action request received from 127.0.0.1."
"303","Slot 1","Clearing","Cleared","Demodulator not locked","Sat 21-Feb-2015  20:28:45.7 (GMT-06:00)","SYS",""
"304","Slot 1","Clearing","Cleared","Traffic path down","Sat 21-Feb-2015  20:28:47.4 (GMT-06:00)","SYS",""
"305","Slot 1","Clearing","Cleared","10-3 BER threshold exceeded","Sat 21-Feb-2015  20:28:47.4 (GMT-06:00)","SYS",""
"306","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Sat 21-Feb-2015  20:28:55.4 (GMT-06:00)","SYS",""
"307","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 26-Feb-2015  17:57:32.4 (GMT-06:00)","SYS",""
"308","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 26-Feb-2015  17:57:42.4 (GMT-06:00)","SYS",""
"309","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Mon 02-Mar-2015  12:51:44.4 (GMT-06:00)","SYS",""
"310","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Mon 02-Mar-2015  12:51:53.4 (GMT-06:00)","SYS",""
"311","Slot 1","Raising","Major","Demodulator not locked","Wed 04-Mar-2015  18:50:53.9 (GMT-06:00)","SYS",""
"312","Slot 1","Clearing","Cleared","Demodulator not locked","Wed 04-Mar-2015  18:50:54.3 (GMT-06:00)","SYS",""
"313","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Wed 04-Mar-2015  18:50:55.4 (GMT-06:00)","SYS",""
"314","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Wed 04-Mar-2015  18:51:04.4 (GMT-06:00)","SYS",""
"315","Slot 1","Raising","Major","Demodulator not locked","Fri 06-Mar-2015  20:07:05.2 (GMT-06:00)","SYS",""
"316","Slot 1","Raising","Critical","Traffic path down","Fri 06-Mar-2015  20:07:05.3 (GMT-06:00)","SYS",""
"317","Slot 1","Raising","Warning","10-3 BER threshold exceeded","Fri 06-Mar-2015  20:07:05.3 (GMT-06:00)","SYS",""
"318","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Fri 06-Mar-2015  20:07:05.3 (GMT-06:00)","SYS",""
"319","NCC","None","Informational","Event Action created","Fri 06-Mar-2015  20:07:05.4 (GMT-06:00)","SYS","Relay Output 1 Action request sent to 127.0.0.1, Slot1"
"320","Slot 1","Clearing","Cleared","Demodulator not locked","Fri 06-Mar-2015  20:07:05.4 (GMT-06:00)","SYS",""
"321","NCC","None","Informational","Event Action accepted","Fri 06-Mar-2015  20:07:05.4 (GMT-06:00)","SYS","Relay Output 1 Action request received from 127.0.0.1."
"322","Slot 1","Clearing","Cleared","Traffic path down","Fri 06-Mar-2015  20:07:07.3 (GMT-06:00)","SYS",""
"323","Slot 1","Clearing","Cleared","10-3 BER threshold exceeded","Fri 06-Mar-2015  20:07:07.3 (GMT-06:00)","SYS",""
"324","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Fri 06-Mar-2015  20:07:15.3 (GMT-06:00)","SYS",""
"325","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Sun 08-Mar-2015  06:35:39.3 (GMT-06:00)","SYS",""
"326","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Sun 08-Mar-2015  06:35:48.3 (GMT-06:00)","SYS",""
"327","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Fri 13-Mar-2015  02:16:35.3 (GMT-06:00)","SYS",""
"328","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Fri 13-Mar-2015  02:16:44.3 (GMT-06:00)","SYS",""
"329","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Sat 14-Mar-2015  19:49:16.3 (GMT-06:00)","SYS",""
"330","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Sat 14-Mar-2015  19:49:25.3 (GMT-06:00)","SYS",""
"331","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Sat 14-Mar-2015  20:54:58.3 (GMT-06:00)","SYS",""
"332","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Sat 14-Mar-2015  20:55:08.3 (GMT-06:00)","SYS",""
"333","Slot 3","Clearing","Cleared","Port 3 Ethernet down","Fri 20-Mar-2015  16:51:40.5 (GMT-06:00)","SYS",""
"334","Slot 3","Raising","Warning","Port 3 Ethernet down","Fri 20-Mar-2015  16:55:39.9 (GMT-06:00)","SYS",""
"335","Slot 3","Clearing","Cleared","Port 3 Ethernet down","Fri 20-Mar-2015  16:55:53.9 (GMT-06:00)","SYS",""
"336","Slot 3","Raising","Warning","Port 3 Ethernet down","Fri 20-Mar-2015  16:56:11.7 (GMT-06:00)","SYS",""
"337","Slot 3","Clearing","Cleared","Port 3 Ethernet down","Fri 20-Mar-2015  16:56:13.5 (GMT-06:00)","SYS",""
"338","Slot 3","Raising","Warning","Port 3 Ethernet down","Fri 20-Mar-2015  16:56:17.1 (GMT-06:00)","SYS",""
"339","Slot 3","Clearing","Cleared","Port 3 Ethernet down","Fri 20-Mar-2015  16:56:29.2 (GMT-06:00)","SYS",""
"340","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Mon 23-Mar-2015  01:50:26.2 (GMT-06:00)","SYS",""
"341","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Mon 23-Mar-2015  01:50:48.2 (GMT-06:00)","SYS",""
"342","Slot 1","Raising","Warning","ESR threshold exceeded","Mon 23-Mar-2015  01:51:08.2 (GMT-06:00)","SYS",""
"343","Slot 1","Clearing","Cleared","ESR threshold exceeded","Mon 23-Mar-2015  01:52:08.2 (GMT-06:00)","SYS",""
"344","Slot 1","Raising","Major","Demodulator not locked","Mon 23-Mar-2015  14:56:06.2 (GMT-06:00)","SYS",""
"345","Slot 1","Clearing","Cleared","Demodulator not locked","Mon 23-Mar-2015  14:56:06.8 (GMT-06:00)","SYS",""
"346","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Mon 23-Mar-2015  14:56:07.2 (GMT-06:00)","SYS",""
"347","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Mon 23-Mar-2015  14:56:17.2 (GMT-06:00)","SYS",""
"348","Slot 1","Raising","Major","Demodulator not locked","Tue 24-Mar-2015  18:15:31.6 (GMT-06:00)","SYS",""
"349","Slot 1","Clearing","Cleared","Demodulator not locked","Tue 24-Mar-2015  18:15:31.8 (GMT-06:00)","SYS",""
"350","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Tue 24-Mar-2015  18:15:33.2 (GMT-06:00)","SYS",""
"351","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Tue 24-Mar-2015  18:15:42.2 (GMT-06:00)","SYS",""
"352","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Tue 24-Mar-2015  20:19:45.2 (GMT-06:00)","SYS",""
"353","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Tue 24-Mar-2015  20:19:54.2 (GMT-06:00)","SYS",""
"354","Slot 1","Raising","Major","Demodulator not locked","Sat 28-Mar-2015  14:09:18.6 (GMT-06:00)","SYS",""
"355","Slot 1","Clearing","Cleared","Demodulator not locked","Sat 28-Mar-2015  14:09:19.0 (GMT-06:00)","SYS",""
"356","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Sat 28-Mar-2015  14:09:19.2 (GMT-06:00)","SYS",""
"357","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Sat 28-Mar-2015  14:09:29.1 (GMT-06:00)","SYS",""
"358","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Sun 29-Mar-2015  20:02:04.1 (GMT-06:00)","SYS",""
"359","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Sun 29-Mar-2015  20:02:13.1 (GMT-06:00)","SYS",""
"360","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Tue 31-Mar-2015  18:24:06.1 (GMT-06:00)","SYS",""
"361","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Tue 31-Mar-2015  18:24:15.1 (GMT-06:00)","SYS",""
"362","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Wed 01-Apr-2015  20:46:59.1 (GMT-06:00)","SYS",""
"363","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Wed 01-Apr-2015  20:47:08.1 (GMT-06:00)","SYS",""
"364","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Wed 01-Apr-2015  22:16:06.1 (GMT-06:00)","SYS",""
"365","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Wed 01-Apr-2015  22:16:15.1 (GMT-06:00)","SYS",""
"366","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Fri 03-Apr-2015  12:44:16.0 (GMT-06:00)","SYS",""
"367","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Fri 03-Apr-2015  12:44:25.0 (GMT-06:00)","SYS",""
"368","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Mon 06-Apr-2015  13:57:00.1 (GMT-06:00)","SYS",""
"369","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Mon 06-Apr-2015  13:57:09.1 (GMT-06:00)","SYS",""
"370","Slot 1","Raising","Major","Demodulator not locked","Tue 07-Apr-2015  20:22:22.2 (GMT-06:00)","SYS",""
"371","Slot 1","Clearing","Cleared","Demodulator not locked","Tue 07-Apr-2015  20:22:22.4 (GMT-06:00)","SYS",""
"372","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Tue 07-Apr-2015  20:22:23.0 (GMT-06:00)","SYS",""
"373","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Tue 07-Apr-2015  20:22:32.0 (GMT-06:00)","SYS",""
"374","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Tue 07-Apr-2015  22:46:09.0 (GMT-06:00)","SYS",""
"375","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Tue 07-Apr-2015  22:46:18.0 (GMT-06:00)","SYS",""
"376","Slot 1","Raising","Major","Demodulator not locked","Wed 08-Apr-2015  16:45:56.8 (GMT-06:00)","SYS",""
"377","Slot 1","Clearing","Cleared","Demodulator not locked","Wed 08-Apr-2015  16:45:57.0 (GMT-06:00)","SYS",""
"378","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Wed 08-Apr-2015  16:45:58.0 (GMT-06:00)","SYS",""
"379","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Wed 08-Apr-2015  16:46:07.0 (GMT-06:00)","SYS",""
"380","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 09-Apr-2015  20:05:38.0 (GMT-06:00)","SYS",""
"381","Slot 1","Raising","Warning","10-3 BER threshold exceeded","Thu 09-Apr-2015  20:05:42.0 (GMT-06:00)","SYS",""
"382","Slot 1","Clearing","Cleared","10-3 BER threshold exceeded","Thu 09-Apr-2015  20:05:58.0 (GMT-06:00)","SYS",""
"383","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 09-Apr-2015  20:06:02.0 (GMT-06:00)","SYS",""
"384","Slot 1","Raising","Warning","ESR threshold exceeded","Thu 09-Apr-2015  20:06:10.0 (GMT-06:00)","SYS",""
"385","Slot 1","Clearing","Cleared","ESR threshold exceeded","Thu 09-Apr-2015  20:07:10.1 (GMT-06:00)","SYS",""
"386","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Fri 10-Apr-2015  20:04:45.1 (GMT-06:00)","SYS",""
"387","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Fri 10-Apr-2015  20:04:54.0 (GMT-06:00)","SYS",""
"388","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 16-Apr-2015  04:55:01.0 (GMT-06:00)","SYS",""
"389","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 16-Apr-2015  04:55:10.0 (GMT-06:00)","SYS",""
"390","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 16-Apr-2015  15:17:03.1 (GMT-06:00)","SYS",""
"391","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 16-Apr-2015  15:17:12.0 (GMT-06:00)","SYS",""
"392","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Sat 18-Apr-2015  16:43:56.1 (GMT-06:00)","SYS",""
"393","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Sat 18-Apr-2015  16:44:05.1 (GMT-06:00)","SYS",""
"394","Slot 1","Raising","Major","Demodulator not locked","Wed 22-Apr-2015  20:34:17.0 (GMT-06:00)","SYS",""
"395","Slot 1","Raising","Critical","Traffic path down","Wed 22-Apr-2015  20:34:17.1 (GMT-06:00)","SYS",""
"396","Slot 1","Raising","Warning","10-3 BER threshold exceeded","Wed 22-Apr-2015  20:34:17.1 (GMT-06:00)","SYS",""
"397","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Wed 22-Apr-2015  20:34:17.1 (GMT-06:00)","SYS",""
